Process Log - Created at 2025-03-19 21:40:07.464154

=== Process List at 2025-03-19 21:40:07.464487 ===
PID: 0, Name: System Idle Process, Path: None
PID: 19408, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 19440, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 19464, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 19956, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 20012, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 20028, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 20220, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 20748, Name: UserOOBEBroker.exe, Path: C:\Windows\System32\oobe\UserOOBEBroker.exe
PID: 20760, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 20772, Name: com.docker.backend.exe, Path: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
PID: 20868, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 20924, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 20972, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 20976, Name: Docker Desktop.exe, Path: C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe
PID: 21304, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 21308, Name: com.docker.dev-envs.exe, Path: C:\Program Files\Docker\Docker\resources\com.docker.dev-envs.exe
PID: 21496, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 21752, Name: UserSSCtrl.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lnvsst.inf_amd64_f352f4254b85e733\UserSSCtrl.exe
PID: 21864, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 22084, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 22272, Name: taskhostw.exe, Path: C:\Windows\System32\taskhostw.exe
PID: 22432, Name: wsl.exe, Path: C:\Program Files\WSL\wsl.exe
PID: 22456, Name: python.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Python\Python313\python.exe
PID: 22520, Name: com.docker.build.exe, Path: C:\Program Files\Docker\Docker\resources\com.docker.build.exe
PID: 22540, Name: msrdc.exe, Path: C:\Program Files\WSL\msrdc.exe
PID: 22700, Name: wsl.exe, Path: C:\Program Files\WSL\wsl.exe
PID: 22968, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 23152, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 23208, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 23240, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 23392, Name: wsl.exe, Path: C:\Program Files\WSL\wsl.exe
PID: 23580, Name: wsl.exe, Path: C:\Windows\System32\wsl.exe
PID: 23680, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 23916, Name: wsl.exe, Path: C:\Windows\System32\wsl.exe
PID: 24156, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 24256, Name: OpenConsole.exe, Path: C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.21.3231.0_x64__8wekyb3d8bbwe\OpenConsole.exe
PID: 24412, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 24504, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 24548, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 24804, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 24840, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 25324, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 25352, Name: wsl.exe, Path: C:\Program Files\WSL\wsl.exe
PID: 25388, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 25400, Name: LenovoVantage-(MultimediaAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(MultimediaAddin).exe
PID: 25516, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 25684, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 26012, Name: SystemSettings.exe, Path: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
PID: 26076, Name: msrdc.exe, Path: C:\Program Files\WSL\msrdc.exe
PID: 26204, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 26216, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 26280, Name: Service.exe, Path: C:\Program Files\Google\Play Games\current\service\Service.exe
PID: 26496, Name: crashpad_handler.exe, Path: C:\Program Files\Google\Play Games\current\emulator\crashpad_handler.exe
PID: 26520, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 26604, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 26628, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 26748, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 26804, Name: unsecapp.exe, Path: C:\Windows\System32\wbem\unsecapp.exe
PID: 26852, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 26868, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 27216, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 27404, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 28572, Name: wslrelay.exe, Path: C:\Program Files\WSL\wslrelay.exe
PID: 29056, Name: powershell.exe, Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
PID: 29276, Name: backgroundTaskHost.exe, Path: C:\Windows\System32\backgroundTaskHost.exe
PID: 29880, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 30256, Name: wsl.exe, Path: C:\Windows\System32\wsl.exe
PID: 30632, Name: powershell.exe, Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
PID: 30664, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 31168, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 31320, Name: LenovoVantage-(IdeaNotebookAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(IdeaNotebookAddin).exe
PID: 31368, Name: powershell.exe, Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
PID: 31528, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 31764, Name: wsl.exe, Path: C:\Windows\System32\wsl.exe
PID: 32160, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 32296, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 32336, Name: WindowsTerminal.exe, Path: C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.21.3231.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe
PID: 32388, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 32684, Name: powershell.exe, Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe

=== Process List at 2025-03-20 21:55:53.231162 ===
PID: 0, Name: System Idle Process, Path: None
PID: 4, Name: System, Path: 
PID: 188, Name: , Path: 
PID: 232, Name: Registry, Path: Registry
PID: 732, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 784, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 796, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 812, Name: smss.exe, Path: C:\Windows\System32\smss.exe
PID: 1096, Name: brave.exe, Path: C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
PID: 1108, Name: csrss.exe, Path: C:\Windows\System32\csrss.exe
PID: 1200, Name: wininit.exe, Path: C:\Windows\System32\wininit.exe
PID: 1212, Name: csrss.exe, Path: C:\Windows\System32\csrss.exe
PID: 1228, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 1272, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1304, Name: winlogon.exe, Path: C:\Windows\System32\winlogon.exe
PID: 1324, Name: services.exe, Path: C:\Windows\System32\services.exe
PID: 1340, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 1368, Name: LsaIso.exe, Path: C:\Windows\System32\LsaIso.exe
PID: 1376, Name: lsass.exe, Path: C:\Windows\System32\lsass.exe
PID: 1508, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1536, Name: fontdrvhost.exe, Path: C:\Windows\System32\fontdrvhost.exe
PID: 1544, Name: fontdrvhost.exe, Path: C:\Windows\System32\fontdrvhost.exe
PID: 1624, Name: WUDFHost.exe, Path: C:\Windows\System32\WUDFHost.exe
PID: 1676, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1724, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1804, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1820, Name: dwm.exe, Path: C:\Windows\System32\dwm.exe
PID: 1892, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 1912, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1924, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 1988, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2000, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2132, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2180, Name: IntelCpHDCPSvc.exe, Path: C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_e4d26f3065893cad\IntelCpHDCPSvc.exe
PID: 2188, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2224, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2344, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2360, Name: WmiPrvSE.exe, Path: C:\Windows\System32\wbem\WmiPrvSE.exe
PID: 2372, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2544, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2564, Name: unsecapp.exe, Path: C:\Windows\System32\wbem\unsecapp.exe
PID: 2576, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2724, Name: WUDFHost.exe, Path: C:\Windows\System32\WUDFHost.exe
PID: 2736, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2792, Name: powershell.exe, Path: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
PID: 2852, Name: LenovoVantage-(SmartDisplayAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(SmartDisplayAddin).exe
PID: 2884, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2912, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 2936, Name: LenovoVantageService.exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantageService.exe
PID: 2952, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 2964, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3012, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 3056, Name: SDXHelper.exe, Path: C:\Program Files\Microsoft Office\root\Office16\SDXHelper.exe
PID: 3120, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3128, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3144, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3172, Name: WUDFHost.exe, Path: C:\Windows\System32\WUDFHost.exe
PID: 3192, Name: LenovoVantage-(IdeaNotebookAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(IdeaNotebookAddin).exe
PID: 3220, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3280, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 3308, Name: MemCompression, Path: MemCompression
PID: 3376, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3464, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3472, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3480, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3520, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3552, Name: WUDFHost.exe, Path: C:\Windows\System32\WUDFHost.exe
PID: 3640, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3652, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3664, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3704, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3712, Name: SearchProtocolHost.exe, Path: C:\Windows\System32\SearchProtocolHost.exe
PID: 3720, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3732, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3764, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 3824, Name: WUDFHost.exe, Path: C:\Windows\System32\WUDFHost.exe
PID: 3916, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3920, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3972, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3984, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4068, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4120, Name: spoolsv.exe, Path: C:\Windows\System32\spoolsv.exe
PID: 4164, Name: UserOOBEBroker.exe, Path: C:\Windows\System32\oobe\UserOOBEBroker.exe
PID: 4276, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4372, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 4408, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4448, Name: OfficeClickToRun.exe, Path: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
PID: 4484, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4524, Name: brave.exe, Path: C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
PID: 4568, Name: FMService64.exe, Path: C:\Windows\System32\FMService64.exe
PID: 4580, Name: FnHotkeyCapsLKNumLK.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_835bd694f1ef7154\FnHotkeyCapsLKNumLK.exe
PID: 4644, Name: OneApp.IGCC.WinService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_8660e4d6e8832471\OneApp.IGCC.WinService.exe
PID: 4680, Name: Lenovo.Modern.ImController.exe, Path: C:\Windows\Lenovo\ImController\Service\Lenovo.Modern.ImController.exe
PID: 4696, Name: DAX3API.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dax3_swc_aposvc.inf_amd64_91e825316dd5b8b9\DAX3API.exe
PID: 4728, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4768, Name: BraveCrashHandler.exe, Path: C:\Program Files (x86)\BraveSoftware\Update\1.3.361.151\BraveCrashHandler.exe
PID: 4800, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4812, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 4816, Name: ipfsvc.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dtt_sw.inf_amd64_a56d66a9d40a4cb2\ipfsvc.exe
PID: 4852, Name: LNBITSSvc.exe, Path: C:\Windows\System32\LNBITSSvc.exe
PID: 4876, Name: IntelAudioService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\intcoed.inf_amd64_6fa60c4b09f4675e\AS\IAS\IntelAudioService.exe
PID: 4904, Name: ipf_uf.exe, Path: C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_7b0f1310c58d1db9\ipf_uf.exe
PID: 4936, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4968, Name: sihost.exe, Path: C:\Windows\System32\sihost.exe
PID: 4984, Name: jhi_service.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_8a3f88e34f6b8385\jhi_service.exe
PID: 5044, Name: uihost.exe, Path: C:\Program Files\McAfee\WebAdvisor\uihost.exe
PID: 5064, Name: LenovoUtilityService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_835bd694f1ef7154\LenovoUtilityService.exe
PID: 5072, Name: LsaRpcServer.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\IntelligentSensingAwareService\LsaRpcServer.exe
PID: 5092, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5144, Name: mongod.exe, Path: C:\Program Files\MongoDB\Server\8.0\bin\mongod.exe
PID: 5176, Name: servicehost.exe, Path: C:\Program Files\McAfee\WebAdvisor\servicehost.exe
PID: 5196, Name: MpDefenderCoreService.exe, Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MpDefenderCoreService.exe
PID: 5232, Name: SenaryAudioApp.Svc.exe, Path: C:\Windows\System32\DriverStore\FileRepository\audioservice.inf_amd64_2813fd7acd24ff06\SenaryAudioApp.Svc.exe
PID: 5260, Name: RtkBtManServ.exe, Path: C:\Windows\RtkBtManServ.exe
PID: 5288, Name: SmartSense.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lnvsst.inf_amd64_f352f4254b85e733\SmartSense.exe
PID: 5300, Name: SmartAppearanceSVC.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\SmartAppearanceAIService\SmartAppearanceSVC.exe
PID: 5324, Name: splunkd.exe, Path: C:\Program Files\Splunk\bin\splunkd.exe
PID: 5468, Name: nessus-service.exe, Path: C:\Program Files\Tenable\Nessus\nessus-service.exe
PID: 5576, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5604, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5676, Name: vmnetdhcp.exe, Path: C:\Windows\SysWOW64\vmnetdhcp.exe
PID: 5728, Name: vmnat.exe, Path: C:\Windows\SysWOW64\vmnat.exe
PID: 5744, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5808, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5816, Name: splunkd.exe, Path: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe
PID: 5852, Name: WMIRegistrationService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_b966ea70c5407e74\WMIRegistrationService.exe
PID: 5868, Name: UDClientService.exe, Path: C:\Windows\System32\drivers\Lenovo\udc\Service\UDClientService.exe
PID: 5912, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 6004, Name: wslservice.exe, Path: C:\Program Files\WSL\wslservice.exe
PID: 6016, Name: ShellHost.exe, Path: C:\Windows\System32\ShellHost.exe
PID: 6020, Name: MsMpEng.exe, Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MsMpEng.exe
PID: 6040, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 6140, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 6152, Name: SearchHost.exe, Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe
PID: 6336, Name: SystemSettings.exe, Path: C:\Windows\ImmersiveControlPanel\SystemSettings.exe
PID: 6408, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 6512, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 6596, Name: vmware-usbarbitrator64.exe, Path: C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe
PID: 6604, Name: vmware-authd.exe, Path: C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe
PID: 6632, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 6652, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 6716, Name: SmartSenseController.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lnvsst.inf_amd64_f352f4254b85e733\SmartSenseController.exe
PID: 6736, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 6932, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 7140, Name: DAX3API.exe, Path: C:\Windows\System32\DriverStore\FileRepository\DAX3_S~2.INF\DAX3API.exe
PID: 7232, Name: smartscreen.exe, Path: C:\Windows\System32\smartscreen.exe
PID: 7248, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 7256, Name: brave.exe, Path: C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
PID: 7440, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 7612, Name: LenovoPPM.exe, Path: C:\Windows\System32\drivers\LenovoPPM.exe
PID: 7676, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 7688, Name: ipf_helper.exe, Path: C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_7b0f1310c58d1db9\ipf_helper.exe
PID: 7700, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 7736, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 7748, Name: brave.exe, Path: C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe
PID: 7764, Name: nessusd.exe, Path: C:\Program Files\Tenable\Nessus\nessusd.exe
PID: 7808, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 7980, Name: FaceBeautify.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\SmartAppearanceAIService\FaceBeautify.exe
PID: 8208, Name: AutoModeDetect.exe, Path: C:\Windows\System32\AutoModeDetect.exe
PID: 8244, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 8332, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8396, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8456, Name: WmiPrvSE.exe, Path: C:\Windows\System32\wbem\WmiPrvSE.exe
PID: 8472, Name: LenovoVantage-(LenovoServiceBridgeAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(LenovoServiceBridgeAddin).exe
PID: 8476, Name: LockApp.exe, Path: C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe
PID: 8512, Name: wsl.exe, Path: C:\Windows\System32\wsl.exe
PID: 8540, Name: wsl.exe, Path: C:\Program Files\WSL\wsl.exe
PID: 8548, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8704, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8716, Name: python3.9.exe, Path: C:\Program Files\Splunk\bin\python3.9.exe
PID: 8720, Name: unsecapp.exe, Path: C:\Windows\System32\wbem\unsecapp.exe
PID: 8772, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8808, Name: LenovoVantage-(GenericTelemetryAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(GenericTelemetryAddin).exe
PID: 8892, Name: ApplicationFrameHost.exe, Path: C:\Windows\System32\ApplicationFrameHost.exe
PID: 8936, Name: LenovoVantage-(MultimediaAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(MultimediaAddin).exe
PID: 9104, Name: taskhostw.exe, Path: C:\Windows\System32\taskhostw.exe
PID: 9224, Name: ShellExperienceHost.exe, Path: C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
PID: 9392, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9540, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9580, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9624, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 9640, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9652, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 9704, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9804, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9844, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 9856, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10004, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 10024, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 10028, Name: gamingservices.exe, Path: C:\Program Files\WindowsApps\Microsoft.GamingServices_26.95.25001.0_x64__8wekyb3d8bbwe\gamingservices.exe
PID: 10088, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10112, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10124, Name: gamingservicesnet.exe, Path: C:\Program Files\WindowsApps\Microsoft.GamingServices_26.95.25001.0_x64__8wekyb3d8bbwe\gamingservicesnet.exe
PID: 10232, Name: LenovoVantage-(VantageCoreAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(VantageCoreAddin).exe
PID: 10300, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 10408, Name: StartMenuExperienceHost.exe, Path: C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
PID: 10432, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 10560, Name: explorer.exe, Path: C:\Windows\explorer.exe
PID: 10672, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10876, Name: python.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Python\Python313\python.exe
PID: 10920, Name: NgcIso.exe, Path: C:\Windows\System32\NgcIso.exe
PID: 10928, Name: AggregatorHost.exe, Path: C:\Windows\System32\AggregatorHost.exe
PID: 11004, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
